hotelName,language,checkinDate,checkoutDate,tripType,tripPurpose,country,rating,numOfDaysStay,reviewDate,reviewText
1908 Lisboa Hotel,pt-pt,2023-12-15,2023-12-16,solo_traveller,business,pt,4,1,2023-12-17 17:45:46,pros: De tudo. Simpatia dos Colaboradores instalações decoração com destaque para obras de Bordalo II pequeno almoço conforto do quarto até ao mais ínfimo pormenor. Bebida de boas vindas. Tudo excelente. cons: De nada. Achei o hotel de muito bom gosto e conforto.
1908 Lisboa Hotel,pt-pt,2023-12-01,2023-12-03,couple,leisure,pt,4,2,2023-12-04 14:48:48,pros: Funcionários muito atenciosos pequeno almoço muito bom com produtos de qualidade. Havia pratos à la carte. Quarto muito espaçoso limpo e com uma bela vista. cons: 
1908 Lisboa Hotel,pt-br,2023-11-07,2023-11-12,couple,leisure,br,3.59999990463257,5,2023-11-12 20:25:25,"pros: O atendimento da equipe. Destaque para o André que se esmerou em nos fazer sentir em casa  apesar de problemas pelos quais o hotel passou (internet e tv). Gentil delicado e atencioso fez com que tudo ficasse mais leve. A incansável  Mafalda sempre atenta e o Edu que trabalha no bar. Valeu!
O hotel fica em um bairro de imigrantes.  Ali se convive com a diversidade. 
Muito perto do centro. Pode-se fazer tudo a pé .
Os quartos são muito confortáveis. cons: Do café da manhã. Achei com poucas opções de pão e muito voltado para aqueles que apreciam ovos com bacon.  No cardápio inclusive  tem ovos de várias formas. Ótimo para quem gosta. 
As pessoas com intolerância alimentar  gluten ou lactose devem avisar à equipe . Se pedir  eles providenciam. Mas não estão preparados."
1908 Lisboa Hotel,pt-pt,2023-10-18,2023-10-20,solo_traveller,business,pt,4,2,2023-10-21 20:30:17,pros: Cheira a novo. Sente-se o cuidado extremo com que todos ali conspiram para fazer da experiência de estar no 1908 algo inesquecível. Armadas de sorriso fácil e pronto no rosto as pessoas que ali trabalham são a ⭐️ estrela que falta para as 5 estrelas que não tem. A cama é super confortável fofinha e apetecível os utensílios no quarto são de um esmero e bom gosto indescritível. Desde o shampô à máscara hidratante a loção corporal os turcos de banho o roupão chinelos frigorífico ou mini-bar tudo a condizer. Mais: oferecem na chegada um wellcome here delicioso e vários wellcome drinks. Fica numa avenida super barulhenta mas NÃO se ouve nada dentro do quarto. Fiquei no segundo andar. O restaurante tem pratos especiais a saber a nossa casa. O pequeno almoço com os ingredientes frescos como os ovos cozinhados como se pede na hora. Aconselho mesmo. Na minha vida profissional na Indústria Farmaceutica há 34 anos tendo passado por alguns hotéis com 6 estrelas (Dubai) este não fica nada atrás. Para terminar: adivinham o que vais querer… parabéns. cons: Não se aplica mesmo!
1908 Lisboa Hotel,es,2023-09-14,2023-09-19,solo_traveller,leisure,pe,4,5,2023-10-03 16:26:09,pros: Muy bueno y limpio cons: Todo bien
1908 Lisboa Hotel,pt-br,2023-09-21,2023-09-23,couple,leisure,br,3.59999990463257,2,2023-09-25 19:44:33,pros: Hotel muito charmoso e elegante estilo boutique / industrial com decorações de muito bom gosto que tornam a estadia leve e prazerosa. cons: Concentração de pessoas geralmente grupos de homens na praça em frente ao hotel.
1908 Lisboa Hotel,es,2023-08-28,2023-08-31,couple,leisure,es,4,3,2023-09-01 18:18:07,pros: La atención de recepción y amabilidad. El detalle al llegar y luego el pastel de la habitación. Muy amables y simpáticos. Muy limpio y un precioso edificio. cons: El desayuno no tiene buffet caliente o tostadora.
1908 Lisboa Hotel,es,2023-08-23,2023-08-27,couple,leisure,us,4,4,2023-08-28 19:29:56,pros: La atención y amabilidad del personal cons: Algunas partes del vecindario
1908 Lisboa Hotel,pt-br,2023-07-26,2023-07-29,couple,leisure,br,3.59999990463257,3,2023-08-02 17:21:25,pros: Hotel muito bonito confortável e com bom atendimento. cons: 
1908 Lisboa Hotel,es,2023-07-24,2023-07-27,family_with_children,leisure,es,4,3,2023-07-28 08:06:14,pros: El personal super amable y detallista. cons: 
1908 Lisboa Hotel,pt-br,2023-06-23,2023-06-26,couple,leisure,br,4,3,2023-07-26 01:43:41,pros: O Hotel é ótimo: quarto amplo cama confortável chuveiro ótimo bom café da manhã... mas nada se compara com o atendimento! A recepção foi incrível a disponibilidade do staff em dar o seu melhor foi o diferencial... recomendo mil vezes. cons: o café da manhã podia ser um pouco mais variado... mas nada que comprometa a qualidade porque estava tudo delicioso... e a atenção do staff mais uma vez tornava tudo maravilhoso!
1908 Lisboa Hotel,pt-br,2023-05-25,2023-05-26,couple,leisure,br,4,1,2023-06-23 16:46:49,"pros: Café da manhã excelente
Pessoal atendimento espetacular cons: Tudo muito bom apenas achei mais caro do que esperava"
1908 Lisboa Hotel,es,2023-06-10,2023-06-17,couple,leisure,es,3.59999990463257,7,2023-06-20 20:20:19,pros: HabitacionesHabitación 304  sin exceso de espacio pero no faltan detalles . Licor de Ginjas y pastelitos de nata de bienvenida  Agua mineral sin cargo y excelente servicio por el personal de limpieza de habitaciones . cons: Única pega  los ruidos producidos por el tráfico de la avenida pero q también lo solucionan desde la recepción con una bolsita de tapones para los oídos.
1908 Lisboa Hotel,pt-pt,2023-06-09,2023-06-11,couple,leisure,ie,4,2,2023-06-12 08:27:28,pros: Tudo estava maravilhoso. Café da manhã ótimo quarto muito confortável cortesias na chegada ambiente do bar e restaurante muito agradável. cons: 
1908 Lisboa Hotel,pt-br,2023-05-17,2023-05-18,couple,leisure,br,4,1,2023-05-19 00:52:06,"pros: Café da manhã muito bom superou minhas expectativas.
Localização excelente.
Pessoal nos atendeu com muita educação e cortesia em particular o André excelente pessoa. cons: O hotel é lindo. O trabalho de renovação foi excelente! 
O quarto é pequeno e não tem guarda roupa isso fez falta.
Mas em compensação é tão agradável que eu me hospedaria novamente e sem dúvida vou recomendar aos amigos alertando sobre o inconveniente do quarto mas apesar disso vale a pena."
1908 Lisboa Hotel,es,2023-02-22,2023-02-26,solo_traveller,leisure,es,3.20000004768372,4,2023-05-17 16:09:46,pros: Buen desayuno. Hotel bien ubicado y en lugar tranquilo. cons: No hay minibar.
1908 Lisboa Hotel,es,2023-05-05,2023-05-06,review_category_group_of_friends,leisure,mx,3.59999990463257,1,2023-05-07 23:52:30,pros: Gran servicio y atención empleados cons: 
1908 Lisboa Hotel,es,2023-05-02,2023-05-05,review_category_group_of_friends,leisure,es,3.59999990463257,3,2023-05-05 23:02:52,pros: La excelente atención. El desayuno muy bueno. La plaza frente a la entrada muy concurrida. cons: El barrio. No tuvimos ningún problema pero las inmediaciones eran descuidadas.
1908 Lisboa Hotel,es,2023-03-23,2023-03-26,couple,leisure,es,4,3,2023-03-27 12:18:22,pros: la ubicación la decoración el personal súper amable y servicial la amplitud de la habitación el desayuno. no puedo poner ninguna pega. cons: nada
1908 Lisboa Hotel,es,2023-02-27,2023-03-01,family_with_children,leisure,es,3.59999990463257,2,2023-03-05 20:27:12,pros: todo cons: nada
1908 Lisboa Hotel,es,2023-01-05,2023-01-08,couple,leisure,ar,4,3,2023-01-31 21:58:20,pros: El hotel está remodelado. La habitación y el baño es impecable. Muy buen desayuno y wifi. La atención del personal es excelente. Muy recomendable. cons: Nada que objetar
1908 Lisboa Hotel,es,2023-01-24,2023-01-26,solo_traveller,business,es,3.59999990463257,2,2023-01-27 12:41:30,pros: La amabilidad de todo el servicio desayuno de calidad el hotel está bastante céntrico cerca de restaurantes. Detalle de bienvenida con pastelitos de Belén cons: 
1908 Lisboa Hotel,pt-br,2023-01-02,2023-01-08,solo_traveller,leisure,br,4,6,2023-01-18 02:17:08,pros: É tudo de muito bom gosto com espaço e confortável lençóis deliciosos. cons: Nao tem nada para reclamar.
1908 Lisboa Hotel,es,2023-01-05,2023-01-08,family_with_children,leisure,ar,4,3,2023-01-08 00:45:54,pros: La atención del personal es excelente. Buen wifi y desayuno. Limpieza excelente. El restaurante es muy recomendable cons: Sólo por mencionar algo tal vez la habitación que ocupamos era algo pequeña.
1908 Lisboa Hotel,es,2022-12-04,2022-12-07,family_with_children,leisure,es,4,3,2022-12-08 23:11:50,pros: Nos ha encantado todo el diseño el confort la ubicación y principalmente el trato del personal. cons: 
1908 Lisboa Hotel,es,2022-09-22,2022-09-25,couple,leisure,es,4,3,2022-09-25 22:08:42,pros: un hotel con personalidad propia cons: la ducha perdia agua
1908 Lisboa Hotel,es,2022-08-11,2022-08-15,family_with_children,leisure,es,3.20000004768372,4,2022-08-15 23:27:10,"pros: Nos gustó todo. La cama comodísima.
La recepción excelente muy amables. Dispuestos a ayudar en todo momento.Nos aparcaron el coche en nuestra llegada y nos lo devolvieron en la puerta del hotel el día de partida. cons: La ubicación. Céntrica pero con una zona alrededor bastante regular."
1908 Lisboa Hotel,es,2022-07-08,2022-07-10,couple,leisure,es,3.59999990463257,2,2022-07-12 09:44:18,pros: El personal es fantástico tanto de recepción como del restaurante. La comida del restaurante y el desayuno muy bueno. La ubicación muy buena y el hotel muy bonito. cons: Habitación demasiado pequeña y sin armario. El baño no olía muy bien pero si vuelvo a Lisboa volvería a alojarme en el mismo Hotel.
1908 Lisboa Hotel,pt-br,2022-05-09,2022-05-13,review_category_group_of_friends,leisure,br,4,4,2022-06-11 23:58:03,pros: O Infame é simplesmente maravilhoso. cons: O quarto poderia ser um pouco maior
1908 Lisboa Hotel,es,2022-04-09,2022-04-11,family_with_children,leisure,uy,3.59999990463257,2,2022-05-14 23:52:58,pros: Estilo del Hotel cons: Habitaciones un poco pequeñas
1908 Lisboa Hotel,pt-pt,2022-05-09,2022-05-11,review_category_group_of_friends,leisure,br,4,2,2022-05-13 02:35:21,pros: Gostei de tudo. Limpeza localizacao comida conforto design funcionarios de tudo mesmo. cons: Achei que o quarto fosse ser o que tinha visto no anuncio. O quarto foi uma versao mais simples. E ta tudo bem eu que fiz confusao e nao prestei atencao aos detalhes.
1908 Lisboa Hotel,pt-br,2022-04-23,2022-04-25,couple,leisure,br,4,2,2022-04-25 23:57:28,pros: tudo cons: nada
1908 Lisboa Hotel,es,2022-02-18,2022-02-20,couple,leisure,es,4,2,2022-03-26 16:52:44,pros: Todo. el trato del personal es súper súper personalizado las habitaciones son espectaculares el desayuno igual espectacular es resumen unos de los mejores hoteles en ellos que hemos estado. la ubicación es muy buena. cons: todo perfecto
1908 Lisboa Hotel,es,2022-03-04,2022-03-06,couple,leisure,es,3.59999990463257,2,2022-03-07 07:40:34,pros: el trato la calidad del desayuno y la comodidad de la habitacion cons: la zona por la noche
1908 Lisboa Hotel,es,2022-02-09,2022-02-10,couple,leisure,es,3.59999990463257,1,2022-02-26 12:11:58,pros: El servicio del personal increíble. cons: 
1908 Lisboa Hotel,pt-pt,2022-02-14,2022-02-15,couple,other,pt,4,1,2022-02-21 20:33:40,pros: Excelente pequeno almoço o melhor staff que já encontrei em hotéis. A arte e a arquitetura de mãos dadas ao melhor nível. Quarto muitíssimo agradável. Jantar e bar fantásticos. cons: Estadia demasiado curta.
1908 Lisboa Hotel,pt-pt,2022-02-13,2022-02-15,couple,business,pt,3.59999990463257,2,2022-02-20 23:42:19,"pros: Pequeno almoço com bastante oferta sumo laranja natural feito na hora; os pratos quentes de ovos e panquecas também executados sob pedido o que evita desperdício e recebemos algo acabado de confecionar. 
Staff muito simpático e prestável. Hotel bem decorado confortável com pequenas atenções para com os hospedes que fazem a diferença! cons: O único senão é que apesar de ter boa insonorização ainda se houve bastante ruído das pessoas que estão nas esplanadas dos restaurantes na rua. Depois de terem ido embora é um local muito silencioso!"
1908 Lisboa Hotel,pt-pt,2022-02-19,2022-02-20,couple,leisure,pt,4,1,2022-02-20 23:35:40,pros: Da simpatia dos funcionários à arquitectura e design do edifício das comodidade do quarto e a preocupação pelo nosso bem estar. O pequeno almoço era óptimo. Tudo impecável. cons: Gostámos de tudo
1908 Lisboa Hotel,pt-pt,2022-02-12,2022-02-13,couple,leisure,pt,4,1,2022-02-14 11:22:31,pros: Ambiente Perfeito. Pequeno Almoço Perfeito. Staff Perfeito. cons: Nada
1908 Lisboa Hotel,pt-pt,2022-01-06,2022-01-07,couple,leisure,pt,3.59999990463257,1,2022-02-05 19:35:27,pros: Pequeno almoço muito bom com opções personalizadas. cons: Estacionamento muito difícil (devido a tipo de zona urbana)
